南京,0.4819277108433728,0.027777777777777856,0.7937467346460807,0.08771929824561403,0.0,1.0,1.0,0.0,1,1,0.6363636363636367,0.951196767174386,yes,yes
no锡,0.7493975903614446,0.0,1.0,0.0,0.5575757575757577,0.6132075471698112,1.0,0.0,1,1,1.0,1.0,yes,yes
徐州,0.0,0.9365079365079351,0.2038031239303151,0.6842105263157895,0.33939393939393947,0.4150943396226413,1.0,0.5714285714285696,1,1,0.0,0.0,yes,yes
常州,0.689156626506023,0.007936507936507757,0.7872610661718342,0.09649122807017543,0.5151515151515151,0.5943396226415094,1.0,0.0,1,1,0.6363636363636367,0.37301834006838663,yes,yes
苏州,1.0,0.047619047619047956,0.8288504152629398,0.08771929824561403,0.0,1.0,0.0,1.0,1,1,0.5,0.9325458501709666,no,yes
南通,0.9373493975903603,0.1349206349206347,0.4766696092384744,0.5000000000000001,1.0,0.0,1.0,0.0,1,1,0.5,0.7460366801367733,yes,yes
连云港,0.4867469879518056,1.0,0.0,1.0,0.37575757575757596,0.21698113207547173,1.0,0.0,1,1,0.0,0.37301834006838663,yes,yes
淮安,0.45783132530120557,0.5396825396825388,0.1436575567045598,0.8157894736842105,0.2242424242424244,0.43396226415094347,1.0,0.0,1,1,0.04545454545454531,0.6216972334473111,yes,yes
盐城,0.7349397590361428,0.5039682539682546,0.15596231105986633,0.8596491228070176,0.38787878787878777,0.28301886792452824,1.0,0.0,1,1,0.5,0.6673919801056886,yes,yes
扬州,0.6722891566265066,0.4285714285714274,0.2672996198677644,0.3421052631578948,0.6606060606060605,0.3490566037735848,1.0,0.0,1,1,0.8181818181818188,0.19894311470313955,yes,yes
镇江,0.5686746987951798,0.11904761904761918,0.6851478191939755,0.2017543859649123,0.6545454545454543,0.42924528301886794,1.0,0.0,1,1,0.7272727272727273,0.8958657133975754,no,yes
泰州,0.7614457831325283,0.37301587301587164,0.442034338011422,0.37719298245614036,0.5515151515151516,0.4150943396226413,1.0,0.0,1,1,0.5,0.7388871619521293,yes,yes
宿迁,0.33253012048192615,0.8134920634920614,0.0012611022033257066,0.868421052631579,0.6060606060606061,0.1084905660377357,1.0,0.0,1,1,0.09090909090909062,0.2869132732359339,yes,yes
