东城区,0.3606557377049165,0.07857142857142825,0.8875402900886382,0.0,0.0023927848334253615,0.9981199794906853,1,0.27591463414634143,0.2968929804372842,1,1,0.875,0.762114537444934,no,yes
西城区,0.37704918032786405,0.07857142857142825,1.0,0.0,0.031842444321737516,0.970774226627927,1,0.9862804878048781,1.0,1,1,1.0,0.762114537444934,no,yes
朝阳区,0.4672131147540932,0.15000000000000077,0.534100065929236,0.002061855670103093,0.0,1.0,1,0.3551829268292682,0.3993095512082853,1,1,0.8999999999999999,0.5638766519823789,yes,no
丰台区,0.48360655737705244,0.42857142857143005,0.14841403560178743,0.010309278350515465,0.23983066445794213,0.7776448470346948,1,0.3551829268292682,0.3993095512082853,1,1,0.8999999999999999,0.73568281938326,yes,yes
海淀区,0.28688524590163494,0.3571428571428575,0.49637389202256244,0.0030927835051546395,0.07840971838763115,0.926850111092121,1,0.3551829268292682,0.3993095512082853,1,1,0.7999999999999998,0.7400881057268722,no,no
石景山区,0.26229508196720774,0.11428571428571704,0.3590213171196249,0.43298969072164956,0.5214430333149273,0.4443684840198257,1,0.3551829268292682,0.3993095512082853,1,1,0.9249999999999998,1.0,no,no
顺义区,0.49180327868852036,0.44285714285714656,0.5222007545234781,0.12371134020618557,0.631879256396098,0.3930951974021535,1,0.3551829268292682,0.3993095512082853,1,1,0.875,0.6916299559471366,no,no
通州区,0.5163934426229476,0.257142857142857,0.3552670134056113,0.22680412371134023,0.19013436407141537,0.7861903948043069,1,1.0,0.06444188722669734,1,1,0.8250000000000002,0.73568281938326,no,no
大兴区,0.3934426229508233,0.0,0.32239396381217494,0.22680412371134023,0.19013436407141537,0.7861903948043069,1,0.3551829268292682,0.3993095512082853,1,1,0.8999999999999999,0.45374449339207046,no,no
房山区,0.016393442622947573,0.0,0.1301003589480624,0.24742268041237114,0.9429412847413952,0.0837463681421979,1,0.3551829268292682,0.3993095512082853,1,1,0.8999999999999999,0.6585903083700441,no,no
门头沟区,0.0,0.12142857142857277,0.268780675408395,0.17216494845360825,0.8111540585311982,0.21859511194667577,1,0.3551829268292682,0.3993095512082853,1,1,0.9249999999999998,0.3334801762114539,no,no
昌平区,0.18032786885245825,0.5714285714285751,0.04165445754889752,0.22680412371134023,0.19013436407141537,0.7861903948043069,1,0.3551829268292682,0.3993095512082853,1,1,0.9500000000000002,0.42863436123348,no,no
平谷区,1.0,0.542857142857142,0.08889458647718115,0.8659793814432991,0.6944597828087613,0.21192958468637837,1,0.3551829268292682,0.3993095512082853,1,1,0.9249999999999998,0.0,no,no
密云区,1.0,0.6428571428571425,0.0770776866163651,0.7835051546391752,0.7404748757592491,0.18287472226969742,1,0.11890243902439021,0.0,1,1,0.7000000000000002,0.4713656387665198,no,no
怀柔区,0.5081967213114796,1.0,0.1791214929309208,0.43298969072164956,1.0,0.0,1,0.0,0.1691599539700805,1,1,0.75,0.8678414096916299,no,no
延庆区,0.18032786885245825,0.6428571428571425,0.0,1.0,0.38339775446346397,0.4785506750982738,1,0.3551829268292682,0.3993095512082853,1,1,0.0,0.8766519823788547,no,no
